,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,ageRange,age_new
0,0.0392356488367199,0.04456104628362001,0.031325867334706506,0.028663168611256454,0.023651029837703414,0.02921137128961382,0.03712115279162721,0.06069386796099386,0.08465815647204433,0.07236275354317204,0.039392278173393434,0.025217323204438737,0.019656981752528332,0.022789568485998984,0.029837888636307947,0.03336204871146243,0.029681259299634416,0.34857858876694664,age_55_59,False
1,0.04196087979837707,0.03976949922863591,0.029299569839872575,0.02597191786359896,0.025403782160332733,0.031003976949671257,0.03595487379241981,0.06744582420203354,0.08075643210712802,0.07669831994094067,0.034818602385887354,0.02475448421374276,0.01923545166772798,0.017612206801253045,0.01777453128790054,0.03457511565591612,0.032870708546117434,0.36409382355032793,age_55_59,False
2,0.040294924553838346,0.0453532235935755,0.03686556927266062,0.025891632372891875,0.024434156378391338,0.030435528120452367,0.041066529492103335,0.05889917695422754,0.08882030178250325,0.07270233196096791,0.03780864197498449,0.023319615912008575,0.021004801097213605,0.030264060356393483,0.03395061728365954,0.030949931412629028,0.031807270232923464,0.3261316872400023,age_55_59,False
3,0.04309715120490953,0.03741579417224725,0.036523009495686036,0.0324648973294987,0.026296566836893947,0.031166301436318752,0.03968833698531216,0.05267429591711164,0.07937667397062433,0.07872737602403435,0.0461813164512119,0.036036036035743554,0.0262154045935702,0.023618212807210305,0.023131239347267823,0.025890755620275215,0.03222141059952746,0.3292752211644406,age_55_59,False
4,0.04539858417939829,0.04201292705415502,0.029470606340185668,0.02208371806692764,0.02108341027992395,0.03216374268981099,0.03901200369314395,0.05555555555512807,0.07063711911302988,0.056786703600671076,0.03139427516134661,0.025469375192170903,0.018159433671759314,0.020621729762845323,0.0242382271466279,0.03531855955651494,0.03131732840850017,0.3992767005201656,age_55_59,False
5,0.0322656433547477,0.03485002740986099,0.033205419374788894,0.029446315294624117,0.02662698723450053,0.03524160075154482,0.055290155845756986,0.07635680162834711,0.11551413579673024,0.09295951131574157,0.04338632625856851,0.0267053019028373,0.018325632390803308,0.028193280601235857,0.029994517972981482,0.0257655258827961,0.024825749862754907,0.27104706711354803,age_55_59,False
6,0.04280931122414852,0.04735331632615311,0.037627551020108195,0.03212691326505001,0.02264030612226849,0.028778698979362412,0.0371492346935814,0.055564413264863166,0.08235012755036392,0.05803571428525162,0.029336734693643677,0.0183354591835273,0.014588647959067372,0.019531249999844298,0.027901785714063283,0.036910076530318,0.037627551020108195,0.37133290816030506,age_55_59,False
7,0.040337634931902136,0.0423666910149958,0.029786543299815057,0.029137245353225084,0.02597191786359896,0.031815599382908726,0.03895787679539844,0.05843681519309766,0.07523739956111324,0.0664718772821486,0.03400697995264989,0.020858696534202914,0.01347293239174196,0.01744988231460555,0.02467332197041901,0.035305575845829835,0.03587371154909606,0.3798392987551348,age_55_59,False
8,0.04033205419343463,0.04346464092690528,0.03524160075154482,0.02811496593289909,0.027331819249531427,0.03022946197799178,0.04322969692189498,0.06844702012633372,0.09969457279270345,0.07463387892493825,0.034145195394830095,0.021144960450926894,0.01699428302907828,0.019813611089201866,0.029994517972981482,0.03696452345495368,0.03085597932468591,0.3193672174773328,age_55_59,False
9,0.03871455576530272,0.04461247637017306,0.026313799621729195,0.022003780718170104,0.023137996219106706,0.028582230623602402,0.04272211720194539,0.06654064272161406,0.09141776937549022,0.06896030245694548,0.03417769376155631,0.023742911152939562,0.01822306238171476,0.019432892249380468,0.022155009451628318,0.03531190926249291,0.03266540642697417,0.3612854442316727,age_55_59,False
10,0.03845804988627249,0.033560090702643444,0.030022675736689135,0.023673469387540374,0.029206349206084295,0.0342857142854033,0.045895691609561036,0.07446712018073046,0.10240362811698499,0.0726530612238308,0.03773242630351263,0.0271201814056497,0.01777777777761653,0.022040816326330693,0.026938775509959736,0.02630385487504486,0.030476190475914045,0.32698412698116114,age_55_59,False
11,0.04213329156518025,0.04463936095195677,0.03398856605815656,0.022319680475978387,0.020048555094212165,0.02325945649601958,0.03586811809823895,0.071031404181447,0.10486334090293004,0.08818231654719881,0.03868744615836254,0.024669120526081376,0.018169003054129773,0.021144960450926894,0.02662698723450053,0.03453676873651392,0.031325867334706506,0.3185057561256284,age_55_59,False
12,0.04463923382806071,0.03798392987551348,0.0348997646292111,0.02702702702680767,0.02548494440365648,0.03092281470634751,0.04082460839184462,0.0672023374720623,0.09901793685497104,0.07085463842163091,0.036360685009038544,0.02394286178050529,0.01850499147781426,0.017612206801253045,0.02694586478348392,0.0348997646292111,0.03295187078944118,0.32992451911103055,age_55_59,False
13,0.031458333333114874,0.0336111111108777,0.035624999999752605,0.03638888888863619,0.033194444444213926,0.035624999999752605,0.04576388888857108,0.06798611111063899,0.08638888888828897,0.06840277777730276,0.03638888888863619,0.025277777777602237,0.01868055555542583,0.02229166666651186,0.029097222222020158,0.036111111110860336,0.03180555555533468,0.3259027777755146,age_55_59,False
14,0.03712115279162721,0.04205497689684349,0.03336204871146243,0.02474743519441814,0.024277547184397542,0.026548672566163764,0.0394705928417302,0.06578432140288366,0.09319445532075187,0.07862792701011333,0.03751272613331104,0.024199232516060775,0.01636776568238415,0.021928107134294553,0.026078784556143167,0.030151147309655013,0.033831936721483026,0.3447411700184451,age_55_59,False
15,0.03611719827906731,0.042123204285024564,0.03855206557877971,0.033763493222678645,0.024105186267152783,0.02840678516331136,0.03587371154909606,0.068906744581861,0.1050239428609283,0.08254200146025044,0.04390877363814699,0.026053080106922706,0.020939858777526663,0.02394286178050529,0.025079133187037746,0.031085139192995007,0.032140248356203716,0.3014365717043954,age_55_59,False
16,0.03600823045236618,0.034465020575836204,0.03137860082277624,0.025034293552597443,0.023576817558096905,0.02786351165956907,0.03875171467730837,0.074845679011704,0.12945816186445938,0.08367626886073665,0.04200960219442721,0.02709190672130408,0.017575445816035876,0.01929012345662474,0.02194787379953748,0.026148834018980202,0.02597736625492132,0.3149005486941452,age_55_59,False
17,0.04768595041282904,0.048181818181419984,0.03247933884270678,0.02322314049567584,0.019090909090751312,0.02330578512377433,0.028677685950176217,0.05008264462768527,0.07628099173490677,0.06685950413167885,0.037768595041010176,0.025702479338630558,0.016115702479205653,0.018925619834554333,0.023801652892365275,0.03719008264432074,0.03719008264432074,0.3874380165257236,age_55_59,False
18,0.044458031268718154,0.04358459254045257,0.033015983928439026,0.029522229015376694,0.027338632194712737,0.032055201327346884,0.04349724866762601,0.06812822080471545,0.07782339068846342,0.06253821294381572,0.033015983928439026,0.019302995894669377,0.01301423705115718,0.014935802253341462,0.02725128832188618,0.0380819285523794,0.03607301947736856,0.3563630011323577,age_55_59,False
19,0.06515852912861246,0.05799633155683469,0.025941130229487804,0.023058782426211382,0.016507991964219513,0.014673770634861787,0.02166128046098645,0.028474102541457994,0.03729583369694038,0.035461612367582655,0.01956502751314905,0.01860424491205691,0.015896584854433602,0.017905493929444443,0.02419425277295664,0.04716569132634146,0.04489475063285095,0.48554458904283737,age_55_59,False
20,0.039979799679825095,0.037033919703416934,0.030805487753296813,0.026933759784303225,0.030805487753296813,0.03509805571892014,0.04149482366769215,0.0693544314445808,0.09393148724775749,0.0728894874162706,0.03795976769600236,0.02466122380250264,0.020621159834857156,0.02541873579643617,0.02567123979441401,0.02870128777014812,0.029458799764081653,0.32918104536378096,age_55_59,False
21,0.04115702479304829,0.04066115702445734,0.03710743801622225,0.029669421487358103,0.02438016528905471,0.03148760330552489,0.037768595041010176,0.06603305785069394,0.08933884297446827,0.07272727272667168,0.03702479338812376,0.025702479338630558,0.016033057851107164,0.02148760330560754,0.028925619834471686,0.0340495867765781,0.03165289256172187,0.33479338842698514,age_55_59,False
